checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy
round4	typed_marginal_pred	subckt_0045	prefix_0012	12	9	__aig_not_7187::control0	control0	__aig_and_7178::observe	observe	0	0	-0.8390000000000009	5.525000000000002	6.3640000000000025	1	-0.39857102109769454	0.3448275862068966
round4	typed_return_pred	subckt_0045	prefix_0012	12	9	__aig_and_7178::observe	observe	__aig_and_7178::observe	observe	1	1	5.525000000000002	5.525000000000002	0.0	0	-0.14729798605784364	0.4482758620689655
round4	typed_sa_reduction_total_pred	subckt_0045	prefix_0012	12	9	__buf_split_746::control0	control0	__aig_and_7178::observe	observe	0	0	0.07000000000000339	5.525000000000002	5.454999999999998	0	-0.09531046156683999	0.4827586206896552
round4	typed_marginal_pred	subckt_0045	prefix_0016	16	9	__aig_not_7181::control0	control0	__aig_and_7178::observe	observe	0	0	-0.25600000000000067	6.257000000000012	6.513000000000012	1	-0.5372044197403709	0.27586206896551724
round4	typed_return_pred	subckt_0045	prefix_0016	16	9	__aig_not_7181::control0	control0	__aig_and_7178::observe	observe	0	0	-0.25600000000000067	6.257000000000012	6.513000000000012	1	-0.4765523078342	0.3103448275862069
round4	typed_sa_reduction_total_pred	subckt_0045	prefix_0016	16	9	__aig_not_963::control0	control0	__aig_and_7178::observe	observe	0	0	0.039999999999995595	6.257000000000012	6.2170000000000165	0	-0.12996881122750908	0.4827586206896552
round4	typed_marginal_pred	subckt_0045	prefix_0024	24	9	new_n3820::control0	control0	__aig_and_7178::observe	observe	0	0	-0.23599999999999177	5.992000000000008	6.228	1	-0.5533985905294664	0.25
round4	typed_return_pred	subckt_0045	prefix_0024	24	9	new_n3820::control0	control0	__aig_and_7178::observe	observe	0	0	-0.23599999999999177	5.992000000000008	6.228	1	-0.5533985905294664	0.25
round4	typed_sa_reduction_total_pred	subckt_0045	prefix_0024	24	9	__buf_split_695::control0	control0	__aig_and_7178::observe	observe	0	0	0.04700000000001925	5.992000000000008	5.944999999999989	0	-0.4479893351905204	0.32142857142857145
round4	typed_marginal_pred	subckt_0045	prefix_0031	31	9	new_n819::control1	control1	__aig_and_7178::observe	observe	0	0	-0.497000000000003	5.7669999999999995	6.264000000000003	1	-0.6668859288553501	0.1935483870967742
round4	typed_return_pred	subckt_0045	prefix_0031	31	9	new_n819::control1	control1	__aig_and_7178::observe	observe	0	0	-0.497000000000003	5.7669999999999995	6.264000000000003	1	-0.581387732848254	0.25806451612903225
round4	typed_sa_reduction_total_pred	subckt_0045	prefix_0031	31	9	new_n819::control1	control1	__aig_and_7178::observe	observe	0	0	-0.497000000000003	5.7669999999999995	6.264000000000003	1	-0.42749098003548086	0.3225806451612903
round4	typed_marginal_pred	subckt_0063	prefix_0001	1	9	__aig_and_11960::observe	observe	new_n1228::control1	control1	0	0	2.2009999999999974	4.4869999999999965	2.285999999999999	0	-0.12185435916898849	0.4666666666666667
round4	typed_return_pred	subckt_0063	prefix_0001	1	9	__aig_and_11960::observe	observe	new_n1228::control1	control1	0	0	2.2009999999999974	4.4869999999999965	2.285999999999999	0	-0.034815531191139566	0.5333333333333333
round4	typed_sa_reduction_total_pred	subckt_0063	prefix_0001	1	9	__aig_and_11960::observe	observe	new_n1228::control1	control1	0	0	2.2009999999999974	4.4869999999999965	2.285999999999999	0	-0.17407765595569785	0.43333333333333335
