line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
89,__tpi_not_test_en->__tpi_cp_133___aig_not_33831 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_133___aig_not_33831,__tpi_cp_133___aig_not_33831,1,undetected,__tpi_cp_133___aig_not_33831,__tpi_cp_133___aig_not_33831,__tpi_cp_133___aig_not_33831,sa1,1
90,__tpi_not_test_en->__tpi_cp_139___aig_not_31127 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_139___aig_not_31127,__tpi_cp_139___aig_not_31127,1,undetected,__tpi_cp_139___aig_not_31127,__tpi_cp_139___aig_not_31127,__tpi_cp_139___aig_not_31127,sa1,1
91,__tpi_not_test_en->__tpi_cp_3___aig_and_28 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_3___aig_and_28,__tpi_cp_3___aig_and_28,1,undetected,__tpi_cp_3___aig_and_28,__tpi_cp_3___aig_and_28,__tpi_cp_3___aig_and_28,sa1,1
92,test_en->__tpi_cp_50___aig_and_23 /0 undetected,input_edge,test_en,__tpi_cp_50___aig_and_23,__tpi_cp_50___aig_and_23,0,undetected,__tpi_cp_50___aig_and_23,__tpi_cp_50___aig_and_23,__tpi_cp_50___aig_and_23,sa0,1
93,__buf_split_18->__aig_and_23 /1 undetected,input_edge,__buf_split_18,__aig_and_23,__aig_and_23,1,undetected,__aig_and_23,__aig_and_23,__aig_and_23,sa1,1
94,__buf_split_19->__aig_and_23 /1 undetected,input_edge,__buf_split_19,__aig_and_23,__aig_and_23,1,undetected,__aig_and_23,__aig_and_23,__aig_and_23,sa1,1
95,test_en->__tpi_cp_125___aig_and_22 /0 undetected,input_edge,test_en,__tpi_cp_125___aig_and_22,__tpi_cp_125___aig_and_22,0,undetected,__tpi_cp_125___aig_and_22,__tpi_cp_125___aig_and_22,__tpi_cp_125___aig_and_22,sa0,1
96,__aig_not_21->__aig_and_22 /1 undetected,input_edge,__aig_not_21,__aig_and_22,__aig_and_22,1,undetected,__aig_and_22,__aig_and_22,__aig_and_22,sa1,1
97,test_en->__tpi_cp_120___aig_and_20 /0 undetected,input_edge,test_en,__tpi_cp_120___aig_and_20,__tpi_cp_120___aig_and_20,0,undetected,__tpi_cp_120___aig_and_20,__tpi_cp_120___aig_and_20,__tpi_cp_120___aig_and_20,sa0,1
98,__aig_not_19->__aig_and_20 /1 undetected,input_edge,__aig_not_19,__aig_and_20,__aig_and_20,1,undetected,__aig_and_20,__aig_and_20,__aig_and_20,sa1,1
99,__tpi_not_test_en->__tpi_cp_44___aig_not_31149 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_44___aig_not_31149,__tpi_cp_44___aig_not_31149,1,undetected,__tpi_cp_44___aig_not_31149,__tpi_cp_44___aig_not_31149,__tpi_cp_44___aig_not_31149,sa1,1
100,test_en->__tpi_cp_162___aig_and_32461 /0 undetected,input_edge,test_en,__tpi_cp_162___aig_and_32461,__tpi_cp_162___aig_and_32461,0,undetected,__tpi_cp_162___aig_and_32461,__tpi_cp_162___aig_and_32461,__tpi_cp_162___aig_and_32461,sa0,1
101,__tpi_not_test_en->__tpi_cp_46___aig_not_32460 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_46___aig_not_32460,__tpi_cp_46___aig_not_32460,1,undetected,__tpi_cp_46___aig_not_32460,__tpi_cp_46___aig_not_32460,__tpi_cp_46___aig_not_32460,sa1,1
102,test_en->__tpi_cp_131_new_n14022 /0 undetected,input_edge,test_en,__tpi_cp_131_new_n14022,__tpi_cp_131_new_n14022,0,undetected,__tpi_cp_131_new_n14022,__tpi_cp_131_new_n14022,__tpi_cp_131_new_n14022,sa0,1
103,__tpi_not_test_en->__tpi_cp_7___aig_and_33855 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_7___aig_and_33855,__tpi_cp_7___aig_and_33855,1,undetected,__tpi_cp_7___aig_and_33855,__tpi_cp_7___aig_and_33855,__tpi_cp_7___aig_and_33855,sa1,1
104,__tpi_not_test_en->__tpi_cp_2___aig_not_8 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_2___aig_not_8,__tpi_cp_2___aig_not_8,1,undetected,__tpi_cp_2___aig_not_8,__tpi_cp_2___aig_not_8,__tpi_cp_2___aig_not_8,sa1,1
105,__buf_split_6->__aig_and_5 /1 undetected,input_edge,__buf_split_6,__aig_and_5,__aig_and_5,1,undetected,__aig_and_5,__aig_and_5,__aig_and_5,sa1,1
106,__buf_split_5 /1 undetected,output,,__buf_split_5,__buf_split_5,1,undetected,__buf_split_5,__buf_split_5,__buf_split_5,sa1,1
107,__tpi_not_test_en->__tpi_cp_161___aig_not_7 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_161___aig_not_7,__tpi_cp_161___aig_not_7,1,undetected,__tpi_cp_161___aig_not_7,__tpi_cp_161___aig_not_7,__tpi_cp_161___aig_not_7,sa1,1
108,test_en->__tpi_cp_118___aig_and_4 /0 undetected,input_edge,test_en,__tpi_cp_118___aig_and_4,__tpi_cp_118___aig_and_4,0,undetected,__tpi_cp_118___aig_and_4,__tpi_cp_118___aig_and_4,__tpi_cp_118___aig_and_4,sa0,1
109,__tpi_not_test_en->__tpi_cp_73___buf_split_4 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_73___buf_split_4,__tpi_cp_73___buf_split_4,1,undetected,__tpi_cp_73___buf_split_4,__tpi_cp_73___buf_split_4,__tpi_cp_73___buf_split_4,sa1,1
110,__aig_not_3 /1 undetected,output,,__aig_not_3,__aig_not_3,1,undetected,__aig_not_3,__aig_not_3,__aig_not_3,sa1,1
111,__tpi_not_test_en->__tpi_cp_5___aig_and_2 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_5___aig_and_2,__tpi_cp_5___aig_and_2,1,undetected,__tpi_cp_5___aig_and_2,__tpi_cp_5___aig_and_2,__tpi_cp_5___aig_and_2,sa1,1
112,__aig_not_1 /1 undetected,output,,__aig_not_1,__aig_not_1,1,undetected,__aig_not_1,__aig_not_1,__aig_not_1,sa1,1
113,test_en->__tpi_cp_141___buf_split_2 /0 undetected,input_edge,test_en,__tpi_cp_141___buf_split_2,__tpi_cp_141___buf_split_2,0,undetected,__tpi_cp_141___buf_split_2,__tpi_cp_141___buf_split_2,__tpi_cp_141___buf_split_2,sa0,1
114,__tpi_not_test_en->__tpi_cp_24___aig_and_32438 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_24___aig_and_32438,__tpi_cp_24___aig_and_32438,1,undetected,__tpi_cp_24___aig_and_32438,__tpi_cp_24___aig_and_32438,__tpi_cp_24___aig_and_32438,sa1,1
115,test_en->__tpi_cp_157___aig_and_32436 /0 undetected,input_edge,test_en,__tpi_cp_157___aig_and_32436,__tpi_cp_157___aig_and_32436,0,undetected,__tpi_cp_157___aig_and_32436,__tpi_cp_157___aig_and_32436,__tpi_cp_157___aig_and_32436,sa0,1
116,__tpi_not_test_en->__tpi_cp_149___aig_not_33928 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_149___aig_not_33928,__tpi_cp_149___aig_not_33928,1,undetected,__tpi_cp_149___aig_not_33928,__tpi_cp_149___aig_not_33928,__tpi_cp_149___aig_not_33928,sa1,1
117,__tpi_not_test_en->__tpi_cp_150___aig_not_31114 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_150___aig_not_31114,__tpi_cp_150___aig_not_31114,1,undetected,__tpi_cp_150___aig_not_31114,__tpi_cp_150___aig_not_31114,__tpi_cp_150___aig_not_31114,sa1,1
118,test_en->__tpi_cp_144___aig_and_33876 /0 undetected,input_edge,test_en,__tpi_cp_144___aig_and_33876,__tpi_cp_144___aig_and_33876,0,undetected,__tpi_cp_144___aig_and_33876,__tpi_cp_144___aig_and_33876,__tpi_cp_144___aig_and_33876,sa0,1
