line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
82,new_n16221_ /1 undetected,output,,new_n16221_,new_n16221_,1,undetected,new_n16221_,new_n16221_,new_n16221_,sa1,1
83,__buf_split_6989 /1 undetected,output,,__buf_split_6989,__buf_split_6989,1,undetected,__buf_split_6989,__buf_split_6989,__buf_split_6989,sa1,1
84,__buf_split_6985 /1 undetected,output,,__buf_split_6985,__buf_split_6985,1,undetected,__buf_split_6985,__buf_split_6985,__buf_split_6985,sa1,1
85,__buf_split_6981 /1 undetected,output,,__buf_split_6981,__buf_split_6981,1,undetected,__buf_split_6981,__buf_split_6981,__buf_split_6981,sa1,1
86,__buf_split_6977 /1 undetected,output,,__buf_split_6977,__buf_split_6977,1,undetected,__buf_split_6977,__buf_split_6977,__buf_split_6977,sa1,1
87,__buf_split_10685 /1 undetected,output,,__buf_split_10685,__buf_split_10685,1,undetected,__buf_split_10685,__buf_split_10685,__buf_split_10685,sa1,1
88,new_n16276_ /0 undetected,output,,new_n16276_,new_n16276_,0,undetected,new_n16276_,new_n16276_,new_n16276_,sa0,1
89,__buf_split_7031 /1 undetected,output,,__buf_split_7031,__buf_split_7031,1,undetected,__buf_split_7031,__buf_split_7031,__buf_split_7031,sa1,1
90,__tpi_not_test_en->__tpi_cp_49_new_n16204_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_49_new_n16204_,__tpi_cp_49_new_n16204_,1,undetected,__tpi_cp_49_new_n16204_,__tpi_cp_49_new_n16204_,__tpi_cp_49_new_n16204_,sa1,1
91,__tpi_not_test_en->__tpi_cp_37_new_n21521_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_37_new_n21521_,__tpi_cp_37_new_n21521_,1,undetected,__tpi_cp_37_new_n21521_,__tpi_cp_37_new_n21521_,__tpi_cp_37_new_n21521_,sa1,1
92,test_en->__tpi_cp_26_new_n14888_ /0 undetected,input_edge,test_en,__tpi_cp_26_new_n14888_,__tpi_cp_26_new_n14888_,0,undetected,__tpi_cp_26_new_n14888_,__tpi_cp_26_new_n14888_,__tpi_cp_26_new_n14888_,sa0,1
93,__tpi_not_test_en->__tpi_cp_36_new_n16192_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_36_new_n16192_,__tpi_cp_36_new_n16192_,1,undetected,__tpi_cp_36_new_n16192_,__tpi_cp_36_new_n16192_,__tpi_cp_36_new_n16192_,sa1,1
94,test_en->__tpi_cp_45_new_n14780_ /0 undetected,input_edge,test_en,__tpi_cp_45_new_n14780_,__tpi_cp_45_new_n14780_,0,undetected,__tpi_cp_45_new_n14780_,__tpi_cp_45_new_n14780_,__tpi_cp_45_new_n14780_,sa0,1
95,test_en->__tpi_cp_11_new_n14148_ /0 undetected,input_edge,test_en,__tpi_cp_11_new_n14148_,__tpi_cp_11_new_n14148_,0,undetected,__tpi_cp_11_new_n14148_,__tpi_cp_11_new_n14148_,__tpi_cp_11_new_n14148_,sa0,1
96,__tpi_not_test_en->__tpi_cp_18_new_n13630_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_18_new_n13630_,__tpi_cp_18_new_n13630_,1,undetected,__tpi_cp_18_new_n13630_,__tpi_cp_18_new_n13630_,__tpi_cp_18_new_n13630_,sa1,1
97,__tpi_not_test_en->__tpi_cp_41_new_n13612_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_41_new_n13612_,__tpi_cp_41_new_n13612_,1,undetected,__tpi_cp_41_new_n13612_,__tpi_cp_41_new_n13612_,__tpi_cp_41_new_n13612_,sa1,1
98,test_en->__tpi_cp_7_new_n13603_ /0 undetected,input_edge,test_en,__tpi_cp_7_new_n13603_,__tpi_cp_7_new_n13603_,0,undetected,__tpi_cp_7_new_n13603_,__tpi_cp_7_new_n13603_,__tpi_cp_7_new_n13603_,sa0,1
99,__tpi_not_test_en->__tpi_cp_46_new_n13598_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_46_new_n13598_,__tpi_cp_46_new_n13598_,1,undetected,__tpi_cp_46_new_n13598_,__tpi_cp_46_new_n13598_,__tpi_cp_46_new_n13598_,sa1,1
100,__tpi_not_test_en->__tpi_cp_6_new_n13596_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_6_new_n13596_,__tpi_cp_6_new_n13596_,1,undetected,__tpi_cp_6_new_n13596_,__tpi_cp_6_new_n13596_,__tpi_cp_6_new_n13596_,sa1,1
101,__tpi_not_test_en->__tpi_cp_31_new_n13590_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_31_new_n13590_,__tpi_cp_31_new_n13590_,1,undetected,__tpi_cp_31_new_n13590_,__tpi_cp_31_new_n13590_,__tpi_cp_31_new_n13590_,sa1,1
